aX,aY,aZ,gX,gY,gZ
0.177,0.238,-0.517,195.129,-125.671,173.279
0.205,0.484,-0.414,197.815,-109.863,151.001
0.248,0.637,-0.353,198.059,-88.196,112.732
0.261,0.745,-0.335,190.857,-65.857,73.303
0.295,0.763,-0.342,177.246,-45.654,39.978
0.281,0.755,-0.383,164.062,-27.039,16.052
0.265,0.703,-0.384,154.968,-14.709,4.089
0.234,0.672,-0.395,143.25,-17.578,-1.831
0.236,0.648,-0.408,132.812,-26.306,-1.404
0.247,0.601,-0.384,125.244,-38.818,3.54
0.279,0.557,-0.36,121.033,-53.101,11.719
0.317,0.529,-0.336,118.958,-66.223,22.583
0.347,0.506,-0.29,119.385,-76.233,34.729
0.369,0.503,-0.254,122.864,-83.496,45.227
0.387,0.514,-0.23,124.878,-88.013,52.979
0.365,0.507,-0.212,125.793,-88.013,58.044
0.359,0.5,-0.177,125.854,-86.121,60.852
0.339,0.494,-0.142,126.587,-81.787,60.059
0.324,0.472,-0.118,130.493,-70.618,54.688
0.31,0.443,-0.073,135.62,-62.683,46.204
0.301,0.424,-0.037,139.221,-59.875,39.124
0.302,0.402,0,142.395,-58.594,34.973
0.307,0.381,0.074,146.301,-59.265,33.875
0.306,0.375,0.188,153.564,-64.941,38.452
0.321,0.42,0.295,161.926,-79.163,51.819
0.339,0.506,0.373,166.016,-96.863,75.5
0.353,0.599,0.477,167.297,-108.276,101.013
0.353,0.701,0.588,168.884,-109.192,118.469
0.337,0.818,0.645,165.344,-101.99,126.221
0.325,0.906,0.653,155.762,-89.05,124.695
0.296,0.938,0.646,144.287,-71.289,111.389
0.256,0.929,0.625,133.911,-52.49,88.44
0.233,0.894,0.591,125.854,-37.17,64.209
0.224,0.827,0.581,122.131,-26.123,43.762
0.21,0.753,0.599,125.366,-18.311,29.663
0.201,0.702,0.619,130.859,-15.442,23.01
0.21,0.687,0.639,135.071,-16.724,22.888
0.225,0.692,0.701,139.404,-22.095,28.32
0.246,0.731,0.772,143.311,-31.555,40.405
0.211,0.786,0.821,140.503,-44.434,60.303
0.253,0.845,0.893,126.465,-57.556,80.139
0.279,0.95,0.893,114.258,-63.171,109.009
0.267,0.953,0.894,116.943,-57.312,126.587
0.214,0.953,0.9,107.849,-55.847,122.07
0.194,0.979,0.869,101.807,-48.401,109.741
0.173,0.976,0.842,104.797,-32.288,92.896
0.165,0.956,0.838,111.145,-14.526,72.815
0.182,0.913,0.885,116.577,-1.648,53.65
0.166,0.917,0.946,123.413,6.042,36.194
0.15,0.964,0.987,126.282,8.423,33.936
0.168,0.997,1.041,121.765,5.615,49.5
0.148,1.046,1.075,114.685,0.061,61.829
0.133,1.111,1.078,103.455,-7.446,72.632
0.11,1.162,1.062,89.355,-15.198,80.566
0.081,1.182,1.031,75.867,-18.616,83.069
0.064,1.178,1.001,63.293,-18.066,79.529
0.05,1.161,0.967,53.345,-14.587,70.801
0.035,1.132,0.944,46.692,-8.484,58.105
0.027,1.101,0.928,42.786,-2.502,44.434
0.023,1.07,0.908,40.222,4.089,31.433
0.023,1.039,0.895,38.879,10.254,19.348
0.014,1.003,0.902,38.94,14.771,9.949
0.009,0.975,0.92,39.917,16.296,5.737
0.005,0.964,0.94,38.33,14.099,6.897
0,0.972,0.951,33.081,9.094,11.719
-0.004,0.982,0.944,25.818,2.014,19.104
-0.012,0.984,0.929,17.883,-5.249,26.123
-0.022,0.977,0.91,10.132,-11.353,30.701
-0.025,0.958,0.889,3.601,-15.32,31.067
-0.026,0.931,0.871,-0.793,-16.602,26.917
-0.021,0.902,0.855,-2.991,-14.832,19.775
-0.014,0.87,0.835,-4.944,-11.047,10.925
-0.004,0.832,0.818,-6.592,-6.47,1.587
0.002,0.791,0.802,-8.057,-2.502,-6.714
0.015,0.755,0.788,-9.155,1.099,-13.977
0.026,0.723,0.77,-10.437,4.089,-18.86
0.035,0.696,0.749,-12.512,5.493,-20.874
0.046,0.665,0.724,-14.709,5.188,-21.484
0.052,0.636,0.7,-15.869,4.272,-21.24
0.059,0.613,0.678,-15.869,3.235,-20.142
0.063,0.593,0.663,-15.076,2.258,-18.677
0.071,0.579,0.655,-12.939,1.099,-16.724
0.075,0.571,0.651,-10.254,-0.244,-14.282
0.08,0.568,0.648,-8.118,-1.831,-11.047
0.083,0.564,0.651,-6.531,-3.174,-7.507
0.087,0.564,0.657,-4.883,-4.456,-4.456
0.087,0.571,0.663,-3.296,-5.31,-1.831
0.087,0.582,0.658,-2.686,-5.554,0.488
0.087,0.59,0.652,-2.136,-5.737,2.38
0.087,0.595,0.655,-1.221,-5.493,3.174
0.085,0.606,0.66,0.366,-4.7,3.174
0.089,0.618,0.658,1.709,-3.845,2.686
0.089,0.628,0.664,3.052,-3.113,2.319
0.086,0.64,0.673,4.944,-2.808,2.869
0.084,0.657,0.683,6.47,-2.686,3.418
0.084,0.674,0.694,7.385,-2.747,3.601
0.081,0.695,0.707,8.362,-2.747,4.272
0.082,0.713,0.721,8.423,-2.747,5.493
0.082,0.732,0.729,7.446,-2.93,7.019
0.079,0.742,0.732,5.31,-3.357,8.606
0.076,0.746,0.73,3.113,-3.601,9.644
0.071,0.746,0.724,1.221,-2.808,9.216
0.068,0.742,0.719,0.305,-1.526,7.324
0.063,0.737,0.722,1.038,0.549,4.578
0.058,0.741,0.727,2.747,2.625,2.075
0.058,0.746,0.731,3.784,3.967,0.061
0.058,0.747,0.731,3.906,5.005,-1.465
0.057,0.745,0.738,4.15,5.737,-2.197
0.052,0.746,0.743,4.639,5.981,-2.319
-0.191,1.077,1.271,-78.552,-21.362,-38.452
-0.192,1.097,1.272,-89.905,-23.682,-40.283
-0.209,1.102,1.269,-102.356,-24.841,-45.532
-0.203,1.109,1.273,-114.868,-23.743,-54.016
-0.204,1.104,1.246,-127.93,-20.508,-66.04
-0.179,1.081,1.215,-144.714,-15.442,-79.895
-0.176,1.026,1.198,-162.659,-8.85,-95.886
-0.172,0.953,1.181,-180.176,-2.93,-109.558
-0.185,0.869,1.177,-197.571,0.244,-115.662
-0.165,0.826,1.111,-211.914,1.648,-116.089
-0.149,0.779,1.08,-227.661,2.38,-114.38
-0.169,0.725,1.074,-237.976,2.38,-113.953
-0.166,0.71,1.054,-246.643,1.648,-113.037
-0.153,0.743,1.005,-257.385,0,-111.816
-0.145,0.758,0.983,-266.968,-0.977,-113.22
-0.159,0.747,1.003,-275.452,-2.075,-117.126
-0.181,0.743,0.982,-280.09,-4.639,-120.483
-0.127,0.781,0.883,-289.124,-11.597,-121.216
-0.097,0.781,0.791,-304.382,-17.334,-124.634
-0.055,0.725,0.719,-312.805,-18.738,-130.676
-0.012,0.645,0.665,-316.711,-15.442,-136.658
0.024,0.572,0.6,-318.787,-10.437,-140.137
0.078,0.525,0.483,-321.533,-5.188,-140.381
0.157,0.444,0.37,-327.026,2.136,-139.893
0.205,0.339,0.243,-332.642,13.977,-141.785
0.216,0.195,0.138,-338.196,29.785,-146.057
0.199,0.028,0.028,-342.59,45.105,-151.55
0.177,-0.145,-0.142,-349.06,57.678,-158.813
0.147,-0.364,-0.304,-357.117,66.895,-171.448
0.127,-0.67,-0.437,-356.75,77.698,-194.092
0.147,-1.017,-0.524,-349.67,93.872,-227.112
0.148,-1.365,-0.621,-338.318,119.629,-268.616
0.082,-1.708,-0.75,-319.214,156.799,-311.523
-0.001,-1.969,-0.929,-293.03,193.848,-344.299
-0.057,-2.087,-1.104,-258.301,214.966,-345.764
-0.035,-2.083,-1.279,-217.102,206.116,-300.049
0.065,-2.008,-1.494,-172.18,157.715,-204.895
0.209,-1.854,-1.614,-116.882,75.134,-84.595
0.297,-1.612,-1.511,-46.021,-11.047,27.71
0.295,-1.291,-1.243,36.682,-65.918,110.535
0.241,-0.928,-0.974,116.455,-86.67,158.264
0.178,-0.581,-0.764,176.392,-92.163,177.917
0.14,-0.256,-0.615,214.539,-96.13,182.434
0.138,0.045,-0.463,236.45,-102.051,180.298
0.173,0.286,-0.326,242.065,-104.126,174.377
0.224,0.464,-0.235,232.178,-98.511,164.429
0.293,0.574,-0.183,211.06,-83.74,148.56
0.354,0.622,-0.192,180.725,-60.12,129.7
0.386,0.614,-0.26,146.729,-33.02,112.549
0.383,0.562,-0.351,118.652,-8.423,98.755
0.358,0.494,-0.443,100.464,10.986,87.708
0.337,0.448,-0.523,90.637,25.635,76.843
0.32,0.398,-0.558,86.914,34.363,68.787
0.299,0.39,-0.595,88.684,34.851,67.2
0.321,0.368,-0.598,93.262,33.386,77.698
0.305,0.351,-0.568,94.482,27.344,86.548
0.283,0.363,-0.556,96.985,24.292,93.14
0.253,0.386,-0.531,102.905,24.292,100.83
0.225,0.406,-0.502,108.032,24.841,104.675
0.193,0.422,-0.489,110.474,28.564,101.379
0.165,0.413,-0.49,109.924,34.302,92.224
0.134,0.4,-0.502,108.032,39.917,80.139
0.108,0.39,-0.501,110.291,43.213,70.068
0.077,0.379,-0.49,116.516,44.25,59.998
0.049,0.381,-0.458,124.512,42.053,50.781
0.032,0.414,-0.416,132.935,33.752,49.744
0.028,0.45,-0.352,139.648,19.775,56.946
0.028,0.482,-0.287,145.447,5.31,66.711
0.033,0.532,-0.201,152.1,-6.775,76.05
0.019,0.595,-0.121,159.302,-15.381,83.252
0.021,0.656,-0.049,164.124,-19.714,86.914
0.031,0.692,0.015,165.71,-20.935,83.069
0.047,0.71,0.073,166.504,-18.738,70.129
0.06,0.731,0.153,169.861,-14.893,53.223
0.063,0.767,0.23,176.025,-12.329,42.053
0.086,0.789,0.295,179.81,-11.23,38.025
0.113,0.781,0.354,180.359,-8.301,35.217
0.133,0.813,0.442,180.603,-4.7,30.701
0.119,0.89,0.497,180.908,3.601,33.508
0.103,0.948,0.512,178.467,12.268,42.603
0.069,0.978,0.5,165.527,14.709,49.805
0.043,0.992,0.476,150.391,14.343,52.979
0.002,0.994,0.456,139.526,11.353,51.514
-0.01,0.981,0.479,132.629,6.409,46.875
-0.033,0.997,0.538,133.118,0.549,41.809
-0.049,1.056,0.598,139.587,-5.432,41.626
-0.035,1.129,0.646,143.921,-10.132,47.668
-0.014,1.227,0.712,143.738,-9.766,53.528
-0.037,1.323,0.757,141.418,-3.052,54.871
-0.075,1.389,0.751,133.301,5.981,53.467
-0.101,1.417,0.696,118.103,13.733,47.913
-0.148,1.402,0.624,103.271,18.738,35.706
-0.165,1.357,0.568,91.187,20.386,17.639
-0.144,1.332,0.566,83.252,19.958,2.075
-0.117,1.327,0.583,90.637,19.165,-6.836
-0.082,1.33,0.646,97.717,11.23,-8.301
-0.021,1.359,0.715,98.206,0.732,-0.427
0.017,1.413,0.751,98.083,-4.089,15.137
0.021,1.466,0.786,92.529,-8.24,32.41
0.013,1.507,0.793,80.811,-10.681,46.814
-0.003,1.522,0.786,67.017,-9.338,53.772
-0.028,1.508,0.746,50.659,-6.775,51.758
-0.046,1.454,0.68,35.156,-2.93,41.931
-0.059,1.361,0.617,24.719,0.854,25.146
-0.052,1.265,0.559,19.226,4.944,3.967
-0.028,1.168,0.52,18.616,8.606,-17.273
0.007,1.083,0.505,21.667,11.902,-35.156
0.05,1.017,0.514,27.161,14.038,-46.265
0.081,0.984,0.535,33.203,13.367,-48.828
0.111,0.979,0.563,36.133,10.071,-42.603
0.138,0.987,0.596,34.546,5.371,-28.32
0.151,1,0.622,30.457,1.648,-9.277
0.14,1.014,0.633,23.865,-0.916,9.338
0.111,1.025,0.626,16.724,-2.197,25.085
0.074,1.033,0.607,10.437,-2.197,34.79
0.043,1.038,0.582,5.066,-1.099,37.231
0.019,1.03,0.56,1.587,0.244,34.119
0.003,1.012,0.545,-0.183,1.892,27.222
-0.007,0.993,0.54,-0.549,3.906,19.165
-0.103,1.555,0.94,-69.763,-15.32,-2.319
-0.129,1.586,0.995,-79.407,-15.32,-4.211
-0.157,1.625,1.003,-88.867,-17.395,-3.418
-0.171,1.652,0.97,-104.553,-21.851,-0.793
-0.177,1.625,0.939,-125.854,-26.489,-3.174
-0.21,1.562,0.899,-143.555,-28.503,-13.733
-0.217,1.483,0.877,-156.921,-28.32,-28.198
-0.235,1.428,0.857,-164.795,-27.771,-43.701
-0.236,1.392,0.861,-168.396,-27.466,-55.603
-0.251,1.371,0.87,-169.495,-27.71,-64.514
-0.241,1.365,0.878,-171.57,-28.198,-71.533
-0.24,1.356,0.905,-176.025,-28.992,-80.322
-0.248,1.355,0.94,-179.626,-29.541,-88.623
-0.235,1.374,0.998,-184.509,-30.334,-92.957
-0.245,1.386,1.026,-192.505,-31.067,-96.191
-0.239,1.371,1.043,-205.078,-30.151,-99.67
-0.245,1.301,1.025,-223.45,-29.785,-106.628
-0.243,1.179,1.009,-245.728,-29.846,-118.591
-0.233,1.017,0.951,-267.395,-30.518,-132.08
-0.172,0.802,0.879,-288.635,-29.846,-145.508
-0.12,0.539,0.818,-306.152,-27.405,-160.4
-0.032,0.263,0.751,-318.054,-20.264,-172.668
0.107,0.029,0.623,-324.158,-5.554,-176.697
0.208,-0.149,0.484,-323.364,18.188,-174.316
0.222,-0.273,0.348,-316.345,47.852,-169.25
0.196,-0.338,0.196,-306.58,71.96,-156.616
0.181,-0.403,0.04,-299.194,79.346,-133.728
0.211,-0.509,-0.096,-298.828,67.688,-106.75
0.275,-0.67,-0.215,-303.162,48.279,-82.947
0.358,-0.87,-0.332,-305.542,32.593,-64.941
0.43,-1.093,-0.445,-300.72,27.466,-60.974
0.486,-1.323,-0.549,-284.119,38.391,-80.75
0.482,-1.507,-0.647,-255.493,67.444,-127.686
0.411,-1.658,-0.753,-219.666,110.291,-192.81
0.316,-1.752,-0.884,-181.396,156.128,-254.639
0.227,-1.821,-1.035,-145.752,191.101,-285.583
0.175,-1.838,-1.254,-116.394,196.411,-264.893
0.212,-1.76,-1.504,-86.853,163.025,-196.35
0.263,-1.609,-1.598,-44.556,105.713,-96.375
0.285,-1.364,-1.49,15.869,51.208,6.958
0.24,-1.047,-1.256,81.665,19.836,87.463
0.121,-0.681,-1.004,135.62,10.376,138.367
-0.014,-0.307,-0.78,169.617,12.207,164.124
-0.108,0.045,-0.629,179.443,16.968,169.25
-0.148,0.278,-0.546,167.908,19.897,157.715
-0.147,0.401,-0.535,143.188,23.193,136.475
-0.153,0.448,-0.604,117.188,28.381,110.779
-0.194,0.46,-0.692,98.694,32.104,87.158
-0.234,0.425,-0.765,86.792,28.259,69.031
-0.229,0.361,-0.816,81.238,15.564,54.199
-0.22,0.313,-0.829,84.473,-1.465,38.086
-0.194,0.275,-0.802,93.018,-18.311,26.917
-0.139,0.253,-0.747,103.333,-33.447,16.846
-0.073,0.292,-0.691,114.38,-45.471,9.338
-0.013,0.335,-0.612,125.61,-55.115,7.385
0.03,0.393,-0.524,134.399,-63.477,8.85
0.069,0.415,-0.445,138.611,-68.298,11.963
0.094,0.408,-0.395,135.681,-70.313,8.362
0.142,0.4,-0.376,131.165,-70.435,1.526
0.171,0.402,-0.359,129.639,-70.74,-3.906
0.194,0.387,-0.335,133.118,-70.923,-6.653
0.251,0.35,-0.297,141.113,-70.007,-7.141
0.335,0.353,-0.236,152.283,-67.139,-4.517
0.394,0.432,-0.198,168.701,-57.983,3.784
0.413,0.559,-0.1,187.439,-46.814,24.658
0.425,0.691,0.013,203.552,-38.025,53.955
0.39,0.814,0.098,211.67,-29.236,75.317
0.329,0.906,0.151,210.51,-20.874,92.957
0.282,0.966,0.172,202.698,-15.442,108.337
0.234,1.005,0.169,190.674,-12.146,115.112
0.18,1.032,0.164,178.223,-9.399,112.549
0.137,1.036,0.168,167.603,-8.24,104.187
0.093,1.011,0.171,157.227,-8.484,90.271
0.078,0.969,0.168,147.034,-9.644,73.975
0.087,0.94,0.169,142.883,-10.437,59.937
0.093,0.928,0.19,146.545,-8.545,49.561
0.111,0.945,0.235,153.625,-2.319,40.161
0.108,0.975,0.271,161.194,7.69,30.09
0.116,1.036,0.308,166.992,17.822,20.63
0.117,1.107,0.362,168.701,25.574,12.573
0.111,1.16,0.392,164.673,29.48,7.69
0.103,1.197,0.393,155.151,26.978,8.606
0.087,1.2,0.372,142.273,20.447,12.939
0.079,1.173,0.339,130.371,13.55,16.968
0.119,1.136,0.331,123.901,6.958,19.104
0.079,1.113,0.346,122.07,0.427,21.057
0.129,1.197,0.445,118.713,-5.432,28.32
0.18,1.253,0.425,129.578,5.432,45.105
0.197,1.298,0.493,141.052,11.169,54.504
0.149,1.382,0.557,136.658,5.798,59.143
0.123,1.465,0.554,128.113,7.324,64.758
0.104,1.505,0.537,119.324,11.963,66.223
0.082,1.497,0.526,107.3,13,62.195
0.077,1.477,0.503,93.14,10.742,54.321
0.069,1.43,0.482,82.397,8.667,44.25
0.065,1.379,0.461,76.172,8.179,31.067
0.084,1.324,0.467,72.693,7.935,18.86
0.103,1.308,0.477,73.059,9.277,10.254
0.1,1.317,0.478,77.026,12.695,10.62
0.098,1.313,0.495,80.688,14.343,21.362
0.095,1.332,0.521,82.947,12.39,29.846
0.078,1.374,0.561,80.933,9.46,38.086
0.06,1.393,0.586,73.547,6.775,45.105
0.034,1.39,0.594,61.279,4.089,48.218
0.01,1.365,0.582,46.509,2.258,46.509
-0.005,1.321,0.555,31.921,1.038,40.283
-0.019,1.263,0.521,19.592,-0.244,30.396
-0.022,1.198,0.489,10.376,-1.343,18.127
-0.018,1.132,0.464,5.493,-1.953,5.798
-0.003,1.069,0.451,3.54,-2.258,-4.578
0.012,1.01,0.443,2.38,-2.441,-12.451
0.028,0.959,0.436,2.441,-2.563,-16.602
0.034,0.916,0.43,2.502,-2.625,-17.395
0.046,0.882,0.426,2.014,-3.357,-16.113
0.056,0.859,0.427,1.099,-4.272,-12.878
0.066,0.85,0.437,0.854,-4.944,-8.606
0.062,0.849,0.447,2.136,-5.188,-3.723
0.05,0.853,0.451,2.502,-5.554,1.221
0.037,0.857,0.445,1.343,-5.371,4.517
0.035,1.709,0.825,-143.921,-20.874,-26.184
0.022,1.759,0.852,-160.4,-21.545,-22.766
-0.015,1.786,0.843,-182.251,-20.874,-24.963
-0.062,1.747,0.792,-207.031,-20.081,-30.396
-0.077,1.655,0.735,-231.14,-20.691,-39.612
-0.096,1.576,0.68,-246.277,-23.499,-49.011
-0.107,1.515,0.656,-252.136,-26.367,-55.237
-0.106,1.509,0.666,-253.479,-27.344,-59.998
-0.141,1.561,0.682,-251.282,-26.367,-64.941
-0.193,1.575,0.719,-251.953,-26.428,-68.542
-0.238,1.512,0.74,-262.817,-28.687,-75.562
-0.29,1.376,0.736,-281.799,-33.386,-88.806
-0.325,1.163,0.69,-304.504,-37.354,-109.131
-0.325,0.92,0.633,-322.144,-39.612,-134.277
-0.317,0.698,0.557,-329.712,-40.344,-157.715
-0.292,0.485,0.478,-329.285,-37.598,-178.65
-0.224,0.284,0.41,-321.106,-31.86,-197.937
-0.16,0.11,0.344,-307.434,-21.606,-215.759
-0.063,-0.035,0.278,-291.565,-7.69,-230.652
0.037,-0.192,0.208,-274.597,7.812,-239.014
0.124,-0.311,0.125,-258.118,25.818,-239.624
0.182,-0.407,0.033,-243.835,45.349,-232.971
0.249,-0.446,-0.052,-232.239,57.495,-213.501
0.261,-0.499,-0.117,-226.501,57.251,-176.575
0.32,-0.584,-0.178,-226.379,47.119,-128.906
0.344,-0.685,-0.239,-230.408,33.569,-84.717
0.401,-0.818,-0.307,-233.154,23.743,-53.101
0.433,-0.975,-0.373,-229.736,22.461,-39.307
0.392,-1.145,-0.439,-217.285,32.837,-45.959
0.301,-1.347,-0.524,-196.96,54.749,-70.435
0.194,-1.581,-0.684,-169.495,79.224,-103.882
0.108,-1.823,-0.903,-137.39,94.666,-132.996
0.075,-2.004,-1.111,-101.013,90.698,-143.494
0.071,-2.081,-1.276,-58.655,68.848,-129.395
0.145,-2.028,-1.365,-14.099,40.894,-94.849
0.228,-1.802,-1.367,29.602,16.296,-51.27
0.267,-1.528,-1.235,77.148,2.441,-5.554
0.235,-1.199,-1.093,117.981,0,36.865
0.162,-0.877,-0.942,150.879,2.136,72.205
0.099,-0.606,-0.798,172.302,4.395,99.67
0.055,-0.372,-0.705,181.458,3.967,120.239
0.031,-0.189,-0.666,183.838,2.014,133.85
0.014,-0.074,-0.649,184.998,1.831,138.672
-0.01,-0.002,-0.633,186.89,4.028,134.766
-0.032,0.042,-0.63,188.599,7.568,124.207
-0.052,0.092,-0.644,190.735,10.925,107.178
-0.06,0.136,-0.654,194.092,11.108,92.712
-0.062,0.171,-0.653,199.219,5.859,82.458
-0.065,0.173,-0.628,202.881,-3.296,75.928
-0.066,0.21,-0.61,205.2,-16.479,70.984
-0.015,0.238,-0.576,211.304,-26.917,72.449
0.005,0.264,-0.489,217.529,-40.771,74.402
0.019,0.311,-0.399,220.886,-50.11,74.463
0.039,0.345,-0.329,223.328,-53.101,70.435
0.052,0.37,-0.269,225.647,-53.284,61.829
0.062,0.394,-0.224,227.112,-53.894,49.866
0.105,0.401,-0.17,227.905,-54.26,36.621
0.164,0.416,-0.106,231.079,-53.833,25.208
0.205,0.443,-0.042,237.671,-52.673,20.813
0.239,0.479,0.052,242.798,-52.185,26.001
0.301,0.534,0.144,246.399,-53.772,40.955
0.327,0.635,0.247,254.15,-50.72,57.312
0.319,0.749,0.364,263.794,-44.739,75.989
0.312,0.858,0.477,265.93,-37.476,92.896
0.292,0.967,0.536,259.827,-28.503,102.722
0.256,1.052,0.557,251.282,-18.982,106.873
0.222,1.086,0.547,242.004,-9.399,105.286
0.186,1.066,0.514,233.887,1.892,96.863
0.155,1.037,0.495,228.21,10.62,81.848
0.127,0.99,0.474,224.365,15.808,64.636
0.127,0.94,0.466,223.206,18.066,49.744
0.152,0.909,0.503,226.44,17.212,40.222
0.171,0.924,0.592,237.854,13.55,39.49
0.199,0.98,0.735,248.84,7.812,49.011
0.216,1.061,0.89,251.16,1.709,64.697
0.205,1.167,0.998,241.577,-2.563,81.848
0.174,1.274,1.029,221.375,-5.188,96.68
0.138,1.342,0.986,197.388,-4.089,105.103
0.035,1.336,0.913,173.34,-2.93,105.896
0.001,1.348,0.881,143.127,-6.592,100.037
0.009,1.333,0.786,117.432,-2.93,106.079
0.007,1.232,0.666,120.972,5.371,97.046
-0.014,1.109,0.652,128.296,4.517,75.195
-0.012,1.034,0.69,139.099,10.498,52.673
0.01,0.994,0.72,152.893,26.123,33.203
0.04,0.982,0.764,160.461,38.513,13.916
0.071,0.948,0.859,159.18,40.649,-2.38
0.078,1.061,0.93,153.748,36.621,-16.174
0.125,1.093,0.986,139.099,30.334,-7.08
0.156,1.149,1.006,121.399,21.729,8.789
0.312,1.177,0.968,105.286,13.611,20.325
0.184,1.155,0.973,91.064,2.197,27.161
0.133,1.165,0.971,79.407,-5.188,25.94
0.132,1.159,0.899,71.899,4.333,28.564
0.143,1.105,0.841,72.266,10.864,29.48
0.125,1.025,0.838,79.651,16.968,26.733
0.129,0.948,0.852,83.923,23.376,21.24
0.126,0.897,0.871,79.346,23.621,15.747
0.126,0.868,0.874,71.411,19.409,13.977
0.12,0.86,0.894,60.974,14.343,15.625
0.158,0.871,0.834,52.734,9.705,20.325
0.09,0.855,0.896,54.688,2.747,25.696
0.091,0.824,0.896,48.584,2.625,30.029
0.073,0.806,0.864,43.945,4.883,31.372
0.06,0.791,0.841,40.405,5.737,29.907
0.045,0.774,0.827,39.001,7.751,26.306
0.058,0.728,0.813,38.513,9.033,20.569
0.001,0.707,0.786,35.339,4.517,5.432
0.013,0.7,0.766,29.297,4.822,4.7
0.037,0.675,0.74,32.715,7.263,10.986
0.024,0.639,0.735,34.363,6.531,11.902
0.025,0.608,0.728,34.241,5.188,12.878
0.022,0.582,0.728,33.936,3.113,11.902
0.019,0.563,0.735,31.738,0.854,9.827
0.023,0.565,0.726,29.48,-0.793,6.653
0.03,0.563,0.726,31.677,-0.854,5.005
0.02,0.56,0.759,35.828,-0.244,3.906
0.057,0.545,0.782,37.17,1.648,3.052
-0.001,0.55,0.783,35.034,6.653,-1.831
-0.172,1.112,-1.907,-109.253,156.616,48.584
-0.19,1.212,-1.993,-76.05,158.936,42.297
-0.102,1.276,-1.96,-38.391,139.404,26.855
0.034,1.245,-1.785,3.174,93.994,3.113
0.154,1.097,-1.525,46.448,29.785,-21.423
0.223,0.955,-1.206,83.313,-38.33,-38.452
0.256,0.832,-0.865,111.511,-98.083,-44.434
0.246,0.732,-0.546,131.714,-143.25,-46.57
0.223,0.662,-0.26,144.47,-169.128,-45.776
0.203,0.609,-0.023,149.841,-175.659,-43.152
0.184,0.58,0.151,150.146,-165.405,-39.917
0.197,0.553,0.255,148.437,-145.386,-35.156
0.199,0.535,0.294,144.714,-124.146,-29.175
0.189,0.544,0.302,139.404,-106.934,-21.484
0.176,0.558,0.289,135.62,-95.215,-14.221
0.178,0.556,0.284,136.169,-85.205,-10.376
0.189,0.538,0.294,142.7,-79.041,-10.925
0.222,0.497,0.322,150.574,-78.186,-14.099
0.247,0.447,0.348,158.936,-80.811,-17.883
0.269,0.389,0.392,166.016,-86.243,-20.752
0.277,0.335,0.434,167.847,-93.445,-20.813
0.279,0.299,0.467,164.307,-95.154,-18.921
0.287,0.249,0.506,158.63,-92.712,-15.625
0.291,0.21,0.529,151.611,-89.783,-10.62
0.282,0.191,0.531,143.738,-86.609,-4.272
0.269,0.176,0.522,137.512,-80.688,2.747
0.255,0.161,0.516,135.193,-72.876,8.362
0.256,0.137,0.523,135.803,-68.848,8.85
0.266,0.084,0.558,139.343,-71.96,3.845
0.271,0.023,0.622,146.851,-85.144,-5.676
0.27,-0.029,0.724,152.222,-105.408,-16.541
0.261,-0.111,0.858,152.649,-122.925,-24.353
0.247,-0.188,0.991,147.644,-133.118,-28.809
0.226,-0.227,1.089,138.062,-135.376,-28.931
0.216,-0.244,1.118,126.77,-126.831,-21.851
0.199,-0.247,1.097,117.859,-106.506,-6.104
0.155,-0.208,1.073,114.807,-79.102,14.587
0.102,-0.165,1.045,116.699,-48.157,32.654
0.075,-0.149,1.023,119.263,-18.799,41.138
0.076,-0.153,1.013,122.864,-1.282,38.452
0.083,-0.172,1.022,127.197,-2.686,26.794
0.09,-0.202,1.035,130.005,-19.897,10.986
0.1,-0.264,1.074,130.432,-44.617,-3.357
0.096,-0.309,1.144,130.188,-74.768,-13.855
0.062,-0.327,1.218,127.136,-107.544,-20.447
0.024,-0.329,1.282,119.141,-132.812,-23.254
-0.018,-0.339,1.316,112.122,-142.639,-20.996
-0.069,-0.339,1.356,109.924,-133.545,-11.963
-0.123,-0.311,1.386,110.718,-106.262,0.305
-0.162,-0.28,1.394,111.816,-62.5,11.23
-0.149,-0.272,1.375,111.145,-17.09,19.226
-0.125,-0.262,1.336,110.962,22.156,20.508
-0.082,-0.268,1.294,109.314,49.072,16.479
-0.036,-0.304,1.267,105.164,57.8,7.874
0.019,-0.339,1.277,99.426,43.396,-3.235
0.057,-0.375,1.301,93.079,13.306,-16.113
0.077,-0.393,1.336,84.351,-23.193,-26.245
0.074,-0.398,1.365,75.989,-57.007,-30.09
0.049,-0.39,1.399,68.237,-80.078,-28.259
0.015,-0.36,1.43,60.059,-87.341,-22.339
-0.019,-0.326,1.443,52.979,-77.698,-15.198
-0.039,-0.297,1.428,47.546,-55.054,-8.911
-0.035,-0.284,1.386,42.358,-25.513,-4.272
-0.014,-0.277,1.32,37.109,3.906,-0.793
0.008,-0.279,1.239,32.043,27.832,2.441
0.034,-0.291,1.154,28.625,44.678,5.676
0.064,-0.308,1.085,27.649,54.871,8.606
0.089,-0.327,1.047,29.297,55.664,10.437
0.107,-0.34,1.04,31.128,46.326,9.888
0.114,-0.344,1.052,31.555,29.053,6.47
0.109,-0.349,1.081,29.297,7.385,1.648
0.094,-0.346,1.115,24.475,-13.672,-3.052
0.068,-0.345,1.14,18.433,-29.297,-6.592
