aX,aY,aZ,gX,gY,gZ
0.238,0.489,1.028,-60.73,8.179,34.851
0.256,0.449,0.978,-63.416,21.057,17.578
0.285,0.403,0.919,-65.979,30.334,4.822
0.3,0.365,0.871,-66.65,34.912,-2.136
0.303,0.353,0.84,-63.599,36.56,-0.427
0.309,0.378,0.813,-59.998,35.828,6.836
0.313,0.415,0.789,-56.396,33.203,15.442
0.301,0.467,0.771,-53.833,29.846,21.851
0.292,0.517,0.724,-50.72,27.588,25.635
0.282,0.569,0.68,-48.462,27.405,26.001
0.268,0.605,0.65,-47.974,29.419,23.071
0.254,0.614,0.616,-46.875,32.41,17.029
0.244,0.607,0.577,-44.373,35.4,10.01
0.243,0.605,0.56,-42.969,37.72,4.272
0.259,0.615,0.546,-42.542,39.368,0.854
0.281,0.618,0.526,-40.344,39.063,0.122
0.318,0.619,0.5,-37.537,37.048,0.977
0.365,0.632,0.441,-36.133,33.875,3.906
0.386,0.649,0.39,-36.56,28.931,9.033
0.393,0.659,0.375,-39.185,25.391,15.076
0.406,0.674,0.38,-43.884,25.391,20.02
0.403,0.681,0.39,-44.373,28.015,23.56
0.39,0.707,0.394,-40.344,32.166,23.743
0.367,0.734,0.4,-33.752,37.964,18.799
0.349,0.766,0.39,-25.574,44.617,9.766
0.307,0.784,0.368,-17.212,51.208,-0.427
0.273,0.804,0.366,-11.536,57.617,-8.85
0.265,0.824,0.371,-9.216,61.89,-15.137
0.262,0.827,0.366,-7.324,61.218,-17.334
0.265,0.844,0.356,-7.996,57.129,-16.479
0.271,0.874,0.333,-10.071,51.514,-14.343
0.282,0.894,0.288,-11.597,45.41,-12.939
0.292,0.904,0.246,-13.916,39.856,-13.123
0.316,0.903,0.224,-19.348,36.438,-15.686
0.347,0.9,0.192,-24.231,34.18,-19.104
0.358,0.879,0.171,-25.635,31.982,-22.4
0.363,0.865,0.181,-25.757,31.006,-25.085
0.371,0.85,0.208,-24.78,31.738,-27.832
0.389,0.853,0.223,-20.081,32.471,-29.48
0.406,0.865,0.224,-14.648,32.593,-29.358
0.424,0.892,0.213,-10.376,32.837,-28.564
0.431,0.913,0.197,-7.935,34.058,-27.771
0.436,0.92,0.194,-7.629,36.133,-27.222
0.451,0.933,0.167,-9.094,36.682,-27.283
0.465,0.924,0.118,-9.521,33.203,-26.978
0.48,0.912,0.09,-10.742,27.283,-24.597
0.5,0.902,0.086,-11.963,20.264,-18.799
0.517,0.912,0.086,-10.315,13.306,-9.644
0.512,0.916,0.085,-6.409,7.507,-0.854
0.507,0.921,0.094,-1.831,5.493,5.31
0.497,0.913,0.124,1.404,7.141,8.606
0.49,0.928,0.168,3.052,11.047,10.071
0.485,0.975,0.163,8.057,13.977,10.193
0.484,1.081,0.198,23.01,17.029,10.986
0.494,1.199,0.235,39.001,23.376,11.047
0.526,1.334,0.262,39.551,25.94,3.723
0.525,1.326,0.233,25.879,21.423,-8.118
0.517,1.229,0.211,2.808,13.794,-14.832
0.505,1.081,0.213,-20.63,7.385,-11.841
0.481,0.941,0.239,-37.476,2.808,-5.127
0.451,0.808,0.267,-46.326,1.16,1.709
0.429,0.7,0.315,-47.668,2.441,8.179
0.422,0.617,0.367,-41.626,3.54,12.451
0.426,0.567,0.384,-29.053,2.808,13.855
0.428,0.558,0.394,-15.808,0.793,13.672
0.435,0.573,0.41,-4.7,-0.61,12.756
0.453,0.623,0.425,3.784,-0.488,11.353
0.463,0.675,0.421,10.681,0.122,9.766
0.471,0.729,0.416,13.733,1.709,7.385
0.469,0.769,0.405,12.634,3.784,4.028
0.452,0.783,0.38,8.606,5.676,0.122
0.438,0.77,0.36,1.831,6.592,-3.845
0.428,0.731,0.348,-4.944,5.066,-6.653
0.417,0.678,0.346,-8.606,0.732,-7.202
0.42,0.649,0.344,-9.216,-5.249,-5.432
0.424,0.627,0.356,-7.324,-12.329,-2.197
0.442,0.625,0.36,-3.235,-19.653,2.502
0.458,0.648,0.364,2.136,-25.085,7.446
0.475,0.689,0.373,6.775,-27.1,10.315
0.49,0.724,0.391,9.949,-25.635,10.132
0.504,0.755,0.403,12.878,-21.179,7.751
0.513,0.781,0.41,14.954,-15.137,4.456
0.512,0.81,0.421,15.259,-8.423,1.587
0.506,0.828,0.432,14.099,-2.197,-0.793
0.498,0.844,0.44,12.207,2.93,-3.296
0.486,0.847,0.439,9.644,6.165,-5.31
0.475,0.835,0.442,6.531,6.836,-6.958
0.467,0.817,0.434,3.967,5.493,-7.202
0.46,0.797,0.423,1.526,2.747,-6.042
0.458,0.778,0.426,-1.038,-0.305,-3.601
0.458,0.76,0.434,-2.502,-3.784,-0.427
0.463,0.751,0.44,-2.38,-7.507,2.625
0.467,0.746,0.437,-1.099,-10.559,5.066
-0.383,-1.65,1.552,-5.188,57.007,-28.687
-0.276,-2.009,1.918,5.92,61.707,-24.658
-0.061,-2.226,2.229,39.063,47.852,-36.255
0.2,-2.086,2.522,95.642,14.954,-57.373
0.444,-1.646,2.673,162.842,-29.541,-85.632
0.751,-1.106,2.681,217.468,-78.552,-112.61
1.035,-0.58,2.656,238.77,-122.375,-117.371
1.175,-0.026,2.549,232.849,-145.508,-86.914
1.192,0.545,2.291,208.496,-140.32,-28.259
1.062,1.058,1.949,167.847,-115.234,37.537
0.818,1.381,1.624,109.985,-83.13,87.219
0.6,1.467,1.401,39.001,-49.194,101.685
0.403,1.155,1.382,-36.316,-17.212,78.674
0.272,0.7,1.433,-100.525,14.954,37.231
0.221,0.163,1.371,-131.836,42.908,0.244
0.217,-0.328,1.246,-137.39,62.988,-21.362
0.225,-0.643,1.122,-129.883,75.5,-23.56
0.224,-0.784,0.991,-111.938,80.505,-11.353
0.208,-0.751,0.912,-90.515,75.378,5.615
0.167,-0.588,0.905,-72.083,60.669,23.499
0.15,-0.388,0.909,-58.228,40.71,41.809
0.149,-0.134,0.968,-53.467,20.325,58.899
0.108,0.096,1.005,-54.199,5.127,70.007
0.078,0.28,1.019,-57.861,-0.244,70.618
0.076,0.381,1.023,-62.134,2.869,59.265
0.107,0.422,1.005,-66.101,11.536,38.391
0.158,0.41,0.942,-67.993,19.958,12.512
0.232,0.368,0.857,-68.298,23.56,-10.986
0.299,0.32,0.811,-70.496,20.691,-23.376
0.338,0.268,0.772,-72.937,13.733,-20.203
0.374,0.234,0.738,-74.829,4.333,-5.188
0.375,0.234,0.728,-74.036,-5.676,17.273
0.333,0.292,0.756,-69.397,-11.353,40.222
0.294,0.401,0.774,-61.523,-8.545,52.856
0.264,0.512,0.785,-52.063,0.122,50.293
0.229,0.606,0.787,-43.03,12.329,35.889
0.191,0.675,0.782,-34.79,25.269,14.587
0.188,0.716,0.714,-25.269,36.133,-5.188
0.209,0.745,0.633,-18.127,40.344,-18.555
0.223,0.752,0.554,-19.409,36.865,-21.24
0.241,0.728,0.479,-25.391,28.137,-11.169
0.271,0.7,0.429,-36.499,17.029,5.432
0.279,0.675,0.426,-48.34,5.615,24.231
0.279,0.67,0.437,-55.603,-0.671,39.368
0.278,0.676,0.462,-57.373,0,46.265
0.271,0.685,0.503,-53.955,8.301,43.945
0.253,0.703,0.508,-43.762,20.142,34.119
0.228,0.727,0.509,-31.982,33.203,18.799
0.202,0.741,0.518,-23.254,46.326,2.563
0.182,0.769,0.504,-18.066,57.129,-9.888
0.176,0.785,0.467,-14.282,61.218,-17.212
0.186,0.794,0.42,-14.648,58.105,-19.775
0.203,0.796,0.378,-19.165,50.598,-17.334
0.222,0.792,0.367,-26.672,41.382,-9.949
0.245,0.799,0.363,-33.997,32.471,-0.244
0.262,0.802,0.366,-37.659,24.719,8.85
0.279,0.796,0.387,-39.368,20.081,13.55
0.29,0.774,0.427,-37.109,19.287,13.367
0.308,0.777,0.449,-31.494,21.912,9.277
0.309,0.787,0.443,-23.56,27.344,2.441
0.307,0.814,0.433,-17.517,35.034,-5.005
0.29,0.825,0.402,-13.428,43.64,-11.963
0.265,0.831,0.377,-10.986,50.72,-17.395
0.249,0.832,0.383,-10.437,55.237,-20.813
0.242,0.849,0.379,-10.01,56.213,-22.156
0.233,0.881,0.361,-7.935,52.246,-21.851
0.231,0.915,0.344,-6.897,45.654,-20.447
0.237,0.931,0.348,-8.24,38.269,-18.494
0.255,0.933,0.362,-12.024,31.677,-16.052
0.28,0.931,0.376,-15.93,25.696,-13
0.297,0.919,0.376,-18.066,19.897,-11.414
0.334,0.906,0.387,-18.982,15.747,-10.498
0.371,0.912,0.37,-18.311,12.512,-8.057
0.379,0.932,0.341,-17.09,10.681,-6.531
0.379,0.941,0.319,-16.418,13.733,-7.812
0.376,0.932,0.312,-16.602,19.897,-11.841
0.369,0.91,0.316,-17.273,26.55,-16.663
0.346,0.888,0.326,-17.517,31.25,-20.752
0.335,0.879,0.335,-17.212,32.837,-23.499
0.324,0.87,0.322,-14.954,29.907,-24.109
0.325,0.874,0.301,-12.939,24.78,-22.461
0.337,0.874,0.283,-12.573,18.982,-19.165
0.36,0.875,0.26,-11.902,13.123,-14.893
0.375,0.867,0.233,-9.827,8.118,-10.376
0.388,0.862,0.228,-7.385,4.578,-6.348
0.403,0.866,0.221,-5.371,4.639,-2.502
0.41,0.873,0.214,-1.526,7.629,1.892
0.402,0.884,0.213,2.319,11.719,4.211
0.386,0.88,0.229,5.249,16.174,4.456
0.374,0.883,0.244,7.69,19.897,4.822
0.361,0.88,0.253,10.864,21.729,5.798
0.343,0.887,0.275,12.817,21.484,7.141
0.328,0.892,0.292,13.184,20.203,8.362
0.322,0.924,0.282,13.794,17.944,8.606
0.322,0.993,0.264,20.02,14.526,7.812
0.334,1.118,0.323,32.104,13.306,5.188
0.38,1.203,0.36,36.804,13.306,-3.418
0.435,1.211,0.348,25.024,6.897,-16.235
0.449,1.099,0.321,1.953,-5.615,-23.254
0.476,0.96,0.325,-24.78,-16.907,-17.456
0.496,0.825,0.319,-42.725,-23.437,-5.554
0.499,0.73,0.324,-51.453,-25.208,5.493
0.505,0.652,0.364,-51.392,-23.743,11.963
0.51,0.61,0.381,-40.894,-20.142,13.611
0.506,0.613,0.385,-25.452,-14.282,11.78
0.5,0.648,0.39,-11.841,-5.981,7.629
0.481,0.693,0.393,-1.221,4.395,2.197
0.457,0.733,0.397,5.92,14.587,-3.906
0.428,0.764,0.389,9.827,22.4,-9.888
0.403,0.791,0.368,10.01,25.757,-14.404
0.379,0.814,0.341,5.92,23.56,-15.137
0.351,0.823,0.326,-1.526,17.883,-12.207
0.341,0.819,0.33,-11.047,10.315,-7.446
0.347,0.794,0.34,-19.043,0.916,-2.38
0.348,0.754,0.346,-21.973,-9.033,1.709
0.368,0.719,0.352,-21.973,-16.724,3.418
0.397,0.686,0.362,-19.714,-20.813,3.967
0.418,0.678,0.38,-15.015,-21.484,4.089
0.432,0.689,0.388,-8.24,-18.799,3.54
0.601,1.662,-0.329,34.424,-5.676,19.47
0.552,1.6,-0.402,30.945,4.211,13.306
0.492,1.514,-0.447,26.306,15.686,10.071
0.406,1.427,-0.497,24.109,25.696,8.24
0.289,1.331,-0.54,25.635,32.166,5.554
0.169,1.223,-0.584,29.236,33.447,1.404
0.074,1.12,-0.633,37.292,28.381,-3.296
-0.033,1.011,-0.659,50.598,16.724,-4.822
-0.121,0.953,-0.653,62.805,1.648,-7.141
-0.201,0.911,-0.63,74.585,-15.442,-10.01
-0.243,0.904,-0.565,83.13,-35.278,-13.55
-0.259,0.925,-0.465,84.045,-56.702,-16.174
-0.274,0.949,-0.323,79.407,-75.073,-17.151
-0.241,0.974,-0.18,67.627,-84.9,-20.691
-0.203,0.893,-0.011,47.852,-85.205,-31.372
-0.177,0.672,0.174,25.818,-79.529,-43.945
-0.146,0.408,0.366,7.446,-67.2,-51.575
-0.138,0.009,0.52,-10.193,-52.49,-59.204
-0.19,-0.619,0.71,-21.851,-36.743,-68.542
-0.236,-1.186,0.986,-20.63,-18.005,-67.261
-0.325,-1.515,1.283,-2.441,-3.113,-55.725
-0.374,-1.676,1.468,34.668,1.038,-52.551
-0.262,-1.752,1.764,73.242,-12.878,-67.2
-0.076,-1.717,2.103,108.643,-42.175,-83.862
0.196,-1.454,2.386,143.86,-80.2,-90.332
0.478,-1.026,2.638,170.41,-118.591,-88.074
0.748,-0.486,2.747,184.509,-145.935,-84.412
0.97,0.029,2.686,189.27,-156.189,-82.275
1.175,0.498,2.47,181.946,-148.437,-81.299
1.368,0.831,2.172,159.485,-125.732,-75.745
1.485,0.97,1.879,120.483,-93.018,-65.002
1.504,0.921,1.655,67.139,-52.734,-50.964
1.418,0.692,1.52,8.728,-7.263,-34.79
1.252,0.448,1.469,-41.809,38.269,-18.738
1.022,0.168,1.41,-74.463,76.782,-5.676
0.758,-0.053,1.335,-87.463,102.173,5.188
0.52,-0.21,1.229,-87.036,111.938,15.503
0.354,-0.279,1.105,-77.271,107.117,27.832
0.23,-0.251,1.009,-65.552,91.431,43.152
0.161,-0.16,0.957,-58.777,72.449,59.692
0.145,-0.044,0.933,-58.594,55.176,73.059
0.168,0.051,0.922,-61.34,41.26,79.651
0.195,0.107,0.923,-64.514,32.41,78.979
0.232,0.135,0.916,-66.467,29.358,72.693
0.252,0.164,0.882,-64.941,29.419,62.622
0.262,0.185,0.857,-61.646,28.931,50.232
0.282,0.208,0.839,-58.655,27.222,39.612
0.299,0.24,0.782,-53.467,23.743,33.264
0.309,0.291,0.742,-47.974,19.104,31.006
0.315,0.346,0.724,-44.067,16.174,31.494
0.319,0.405,0.729,-43.274,15.076,31.921
0.325,0.455,0.717,-43.335,13,30.029
0.338,0.494,0.714,-42.725,10.864,27.466
0.355,0.537,0.705,-41.931,10.254,25.452
0.363,0.593,0.695,-41.931,12.207,23.865
0.356,0.648,0.69,-39.307,15.869,22.644
0.334,0.673,0.664,-34.058,20.63,22.339
0.312,0.688,0.638,-32.166,24.841,21.851
0.302,0.688,0.595,-34.241,26.428,20.996
0.293,0.691,0.539,-38.025,24.414,18.677
0.287,0.681,0.487,-40.344,20.63,16.541
0.307,0.663,0.455,-42.786,17.517,15.442
0.338,0.642,0.417,-45.959,14.282,16.113
0.369,0.618,0.375,-47.119,9.644,17.822
0.409,0.6,0.365,-47.241,5.188,19.409
0.444,0.585,0.368,-45.837,1.953,20.569
0.471,0.583,0.376,-42.603,0.305,21.606
0.482,0.605,0.376,-38.269,1.343,21.362
0.474,0.632,0.368,-32.227,4.822,20.264
0.465,0.654,0.357,-26.978,9.888,17.151
0.438,0.682,0.341,-23.987,15.93,12.878
0.405,0.708,0.326,-22.339,21.729,8.118
0.391,0.735,0.311,-20.447,24.719,3.174
0.363,0.749,0.286,-17.517,24.719,-0.366
0.349,0.766,0.267,-14.832,23.621,-2.258
0.352,0.782,0.241,-12.207,21.667,-2.197
0.361,0.803,0.228,-9.155,17.944,-0.549
0.353,0.815,0.23,-6.531,14.16,1.77
0.355,0.838,0.237,-5.005,12.39,3.601
0.347,0.86,0.234,-4.211,11.536,4.822
0.341,0.871,0.246,-3.784,10.62,5.676
0.341,0.874,0.27,-5.737,10.315,5.859
0.354,0.879,0.278,-9.399,10.559,7.019
0.366,0.892,0.268,-13.123,10.071,10.193
0.365,0.886,0.269,-16.663,10.254,13.855
0.368,0.887,0.289,-22.034,11.78,14.832
0.393,0.89,0.288,-26.001,11.841,11.841
0.405,0.879,0.271,-25.391,7.446,3.967
0.43,0.849,0.273,-22.888,0.61,-7.019
0.489,0.839,0.265,-20.569,-5.798,-15.808
0.524,0.818,0.251,-17.029,-11.658,-17.151
0.545,0.816,0.246,-14.771,-13.611,-13.855
0.563,0.823,0.25,-13.794,-10.132,-8.362
0.569,0.83,0.26,-13.367,-4.089,-4.028
0.557,0.837,0.272,-12.329,2.563,-2.441
0.541,0.838,0.278,-9.888,8.85,-2.991
0.516,0.832,0.294,-6.348,13.367,-4.517
0.498,0.824,0.32,-3.113,16.602,-6.165
0.493,0.832,0.342,0.488,18.005,-6.836
0.483,0.849,0.342,5.188,17.517,-6.226
0.473,0.871,0.337,10.254,17.578,-5.066
0.47,0.901,0.333,12.939,19.47,-4.639
0.454,0.911,0.32,14.465,22.278,-4.944
0.442,0.908,0.314,14.893,25.635,-6.348
0.433,0.901,0.323,13.672,28.076,-8.423
0.419,0.894,0.323,12.817,28.809,-9.583
0.403,0.889,0.319,12.878,27.161,-9.521
0.397,0.889,0.318,12.634,23.804,-8.301
0.398,0.89,0.311,12.573,18.616,-6.104
0.405,0.89,0.314,12.39,12.756,-4.028
0.414,0.894,0.314,11.597,7.812,-1.648
0.417,0.895,0.3,12.146,5.066,1.16
0.416,0.892,0.29,12.085,3.723,2.441
0.42,0.882,0.289,10.498,2.747,1.892
0.427,0.868,0.299,8.606,1.77,1.404
0.429,0.849,0.306,7.141,1.038,1.77
0.43,0.839,0.305,5.798,0.916,2.869
0.428,0.838,0.297,4.883,0.366,3.723
0.433,0.861,0.314,5.737,-0.427,3.906
0.781,1.606,-0.254,-24.963,-54.138,20.203
0.816,1.612,-0.371,-35.583,-59.875,24.109
0.828,1.618,-0.508,-41.443,-62.073,24.963
0.797,1.626,-0.645,-41.016,-59.204,21.606
0.743,1.614,-0.768,-35.034,-50.354,13.306
0.683,1.574,-0.863,-28.076,-39.917,0.793
0.584,1.507,-0.955,-23.743,-34.485,-12.451
0.431,1.386,-1.024,-17.029,-36.438,-23.987
0.264,1.211,-1.033,-8.606,-42.725,-32.532
0.12,0.967,-0.99,1.099,-53.772,-35.828
-0.004,0.742,-0.872,11.169,-69.214,-29.358
-0.104,0.518,-0.759,16.968,-83.13,-11.597
-0.254,0.271,-0.576,20.63,-93.384,11.536
-0.341,-0.01,-0.363,20.508,-92.224,31.86
-0.402,-0.343,-0.006,19.165,-86.548,44.8
-0.4,-0.636,0.392,21.24,-77.637,53.101
-0.379,-0.848,0.861,33.203,-62.5,62.805
-0.457,-0.968,1.337,50.72,-39.795,70.923
-0.61,-1.027,1.782,68.542,-9.277,63.904
-0.677,-1.086,2.181,88.928,12.695,30.701
-0.612,-1.094,2.489,110.535,9.521,-22.583
-0.505,-0.963,2.702,133.545,-13.55,-74.707
-0.352,-0.709,2.789,157.41,-45.776,-107.117
-0.092,-0.326,2.809,168.152,-85.938,-111.145
0.222,0.026,2.694,163.879,-130.371,-87.524
0.585,0.359,2.491,144.897,-168.64,-44.983
0.952,0.625,2.267,115.54,-189.148,4.578
1.178,0.819,2.072,78.674,-182.129,51.208
1.269,0.935,1.899,36.987,-147.034,82.397
1.226,0.928,1.748,-4.7,-93.567,91.309
1.057,0.828,1.655,-41.016,-32.898,77.087
0.775,0.677,1.559,-65.186,24.048,46.387
0.454,0.492,1.42,-75.073,73.303,10.864
0.169,0.338,1.271,-74.768,107.971,-17.578
-0.037,0.236,1.127,-69.275,123.657,-31.86
-0.173,0.175,1.01,-61.951,121.033,-31.189
-0.226,0.168,0.9,-56.396,104.187,-18.616
-0.214,0.193,0.804,-54.321,78.247,0.977
-0.156,0.232,0.739,-55.176,50.171,21.973
-0.079,0.281,0.724,-56.58,27.466,37.659
-0.008,0.338,0.737,-55.237,15.198,44.128
0.039,0.4,0.765,-49.194,11.78,40.344
0.078,0.468,0.805,-40.71,14.16,28.137
0.114,0.525,0.793,-31.799,20.63,11.536
0.134,0.577,0.777,-24.353,27.405,-3.174
0.139,0.607,0.768,-21.667,32.471,-12.817
0.146,0.631,0.733,-23.315,34.668,-17.212
0.161,0.638,0.684,-25.757,31.677,-15.32
0.175,0.648,0.663,-29.785,25.146,-5.798
0.169,0.666,0.667,-36.133,18.127,7.935
0.169,0.687,0.673,-42.236,13.55,20.447
0.19,0.71,0.691,-46.509,12.024,26.367
0.192,0.739,0.733,-46.814,12.817,23.376
0.203,0.756,0.731,-41.26,16.418,11.536
0.228,0.759,0.69,-32.593,21.912,-4.089
0.26,0.747,0.651,-27.344,25.024,-18.005
0.288,0.716,0.608,-26.306,25.757,-26.428
0.324,0.682,0.56,-28.748,25.208,-27.1
0.369,0.653,0.539,-34.424,23.376,-20.874
0.414,0.626,0.532,-41.809,21.057,-11.108
0.435,0.616,0.517,-47.791,18.86,-0.977
0.431,0.621,0.503,-50.415,19.409,7.141
0.411,0.631,0.475,-48.889,23.926,9.949
0.366,0.644,0.45,-43.03,31.372,6.714
0.327,0.649,0.436,-36.011,39.978,-2.136
0.306,0.656,0.425,-27.039,47.119,-13.428
0.289,0.663,0.39,-16.846,49.561,-23.926
0.283,0.662,0.388,-9.338,47.852,-29.602
0.314,0.682,0.392,-7.568,44.434,-28.259
0.346,0.711,0.378,-7.69,37.659,-21.484
0.368,0.741,0.379,-9.766,29.602,-11.841
0.382,0.76,0.389,-15.442,24.231,-2.502
0.4,0.768,0.388,-22.949,22.888,5.371
0.404,0.756,0.366,-28.87,24.902,9.216
0.403,0.724,0.346,-32.104,30.151,7.568
0.405,0.691,0.333,-31.982,38.025,2.625
0.4,0.672,0.304,-26.245,46.265,-1.892
0.394,0.678,0.262,-15.442,54.321,-4.028
0.384,0.701,0.246,-4.761,61.34,-4.578
0.384,0.737,0.231,4.028,67.017,-4.089
0.376,0.755,0.223,11.536,70.129,-2.625
0.387,0.775,0.231,14.404,70.801,-0.916
0.401,0.809,0.25,14.404,68.115,1.282
0.413,0.836,0.26,14.038,61.89,3.296
0.419,0.853,0.269,12.756,53.955,4.333
0.41,0.904,0.273,9.949,47.18,3.845
0.388,0.95,0.261,6.287,39.978,-0.122
0.397,0.975,0.236,-0.244,32.593,-7.874
0.403,0.963,0.217,-8.118,24.597,-16.602
0.402,0.931,0.207,-13.55,18.738,-21.729
0.4,0.892,0.195,-14.587,16.174,-21.851
0.398,0.868,0.199,-13.733,15.259,-19.531
0.403,0.849,0.218,-11.719,14.832,-16.846
0.42,0.843,0.232,-7.935,13.367,-14.771
0.447,0.861,0.255,-4.15,10.864,-13.184
0.471,0.876,0.278,-1.709,9.583,-12.329
0.487,0.889,0.302,-1.221,10.254,-12.146
0.513,0.897,0.309,-2.075,12.512,-13
0.529,0.891,0.318,-2.38,14.648,-14.038
0.546,0.886,0.333,-3.845,16.968,-15.015
0.549,0.867,0.337,-3.54,20.142,-16.052
0.532,0.849,0.337,-0.732,23.987,-17.578
0.52,0.825,0.334,2.869,28.503,-19.592
0.521,0.818,0.321,6.714,31.86,-20.569
0.518,0.827,0.314,9.827,33.264,-18.86
0.514,0.844,0.32,11.047,34.668,-16.479
0.514,0.857,0.327,11.108,36.621,-14.832
0.51,0.855,0.321,10.864,37.537,-14.709
0.508,0.855,0.316,10.742,37.964,-15.32
0.505,0.84,0.308,10.742,38.696,-15.747
0.505,0.832,0.302,10.437,39.368,-15.32
0.505,0.825,0.292,10.315,39.734,-13.306
0.499,0.832,0.288,9.46,40.039,-10.132
0.489,0.83,0.293,6.836,40.955,-7.996
0.491,0.828,0.297,3.845,42.419,-8.118
0.499,0.812,0.279,2.808,43.335,-9.338
0.501,0.803,0.265,2.686,43.762,-10.559
0.498,0.794,0.264,2.502,44.617,-11.597
0.497,0.786,0.259,3.418,45.654,-12.878
0.613,1.687,-0.482,35.4,-30.396,22.522
0.607,1.751,-0.644,39.063,-33.325,17.334
0.586,1.78,-0.81,46.448,-35.217,11.841
0.569,1.759,-0.932,52.429,-35.156,6.287
0.567,1.714,-0.964,50.964,-32.959,3.113
0.519,1.66,-0.914,41.748,-27.527,5.188
0.449,1.573,-0.844,33.142,-18.982,8.179
0.359,1.461,-0.822,31.311,-12.329,7.507
0.237,1.285,-0.911,37.842,-12.756,4.822
0.095,1.053,-1.035,51.941,-20.752,4.395
-0.071,0.807,-1.126,66.528,-33.447,8.728
-0.24,0.561,-1.152,81.726,-49.805,17.029
-0.37,0.355,-1.084,99.548,-68.298,23.315
-0.455,0.195,-0.879,116.394,-84.167,22.583
-0.46,0.079,-0.534,127.258,-93.201,14.893
-0.434,-0.046,-0.132,130.249,-93.384,3.479
-0.405,-0.189,0.329,126.526,-84.961,-10.01
-0.329,-0.415,0.799,110.474,-64.27,-26.978
-0.357,-0.782,1.283,95.093,-38.513,-39.246
-0.408,-1.199,1.702,89.417,-12.329,-51.147
-0.308,-1.559,2.131,89.05,2.136,-78.064
-0.082,-1.856,2.469,95.337,-9.827,-115.173
0.24,-1.966,2.695,112.122,-47.241,-140.564
0.597,-1.807,2.855,135.742,-98.755,-132.996
0.918,-1.379,2.939,159.424,-159.18,-91.736
1.189,-0.714,2.92,172.485,-214.233,-33.447
1.391,0.024,2.798,164.612,-240.479,25.208
1.477,0.677,2.556,137.634,-225.586,73.181
1.457,1.106,2.251,102.234,-177.307,94.36
1.378,1.238,1.94,59.021,-111.633,78.003
1.187,0.963,1.679,9.888,-39.001,32.532
0.853,0.519,1.516,-34.424,31.067,-13.123
0.512,0.08,1.314,-54.138,89.783,-39.001
0.239,-0.155,1.102,-45.837,119.629,-40.71
0.047,-0.177,0.899,-24.841,114.258,-25.024
-0.05,-0.072,0.752,-10.071,85.938,0.549
-0.05,0.045,0.722,-14.709,52.673,29.419
0.023,0.132,0.837,-33.264,27.039,56.03
0.113,0.2,0.948,-48.279,11.475,74.463
0.18,0.259,1.007,-55.786,6.287,80.444
0.201,0.299,1.027,-61.523,10.62,75.378
0.187,0.317,1.018,-63.782,20.386,63.599
0.143,0.324,0.986,-62.378,30.64,49.377
0.092,0.337,0.948,-58.899,38.635,36.133
0.051,0.352,0.9,-53.406,42.603,24.231
0.042,0.382,0.858,-49.072,41.626,15.015
0.058,0.405,0.828,-48.157,36.377,10.01
0.092,0.419,0.798,-49.377,28.198,10.376
0.141,0.434,0.747,-51.575,18.311,15.198
0.182,0.451,0.715,-55.481,7.019,23.132
0.214,0.468,0.7,-61.707,-2.502,32.898
0.243,0.488,0.719,-67.2,-7.935,42.114
0.268,0.517,0.733,-70.129,-9.521,46.753
0.277,0.548,0.733,-67.505,-8.728,45.044
0.269,0.574,0.732,-61.768,-4.578,37.537
0.25,0.61,0.738,-55.969,3.418,26.55
0.227,0.652,0.729,-50.598,13,13.489
0.206,0.686,0.698,-43.884,21.179,-0.366
0.213,0.701,0.667,-40.161,26.001,-13.55
0.241,0.693,0.609,-40.527,26.794,-21.362
0.271,0.668,0.563,-42.664,23.254,-20.691
0.31,0.61,0.543,-48.34,17.029,-13.489
0.356,0.563,0.553,-54.382,9.888,-1.831
0.374,0.542,0.57,-57.678,3.479,12.451
0.383,0.55,0.585,-58.594,-0.427,22.888
0.377,0.566,0.592,-57.312,-1.099,26.184
0.358,0.586,0.583,-51.758,1.831,22.705
0.344,0.613,0.571,-42.725,8.85,13.245
0.328,0.641,0.559,-35.034,18.005,0.671
0.309,0.657,0.531,-28.931,26.917,-11.719
0.294,0.667,0.494,-24.414,33.386,-22.522
0.295,0.664,0.453,-20.63,36.255,-29.48
0.301,0.669,0.415,-18.433,35.034,-31.921
0.317,0.67,0.379,-18.066,30.762,-31.067
0.342,0.669,0.368,-19.714,25.146,-27.283
0.37,0.679,0.382,-22.278,20.142,-21.973
0.395,0.697,0.401,-24.048,16.541,-17.639
0.411,0.712,0.42,-24.17,14.832,-16.418
0.433,0.733,0.442,-22.888,15.32,-18.127
0.443,0.73,0.461,-19.226,17.029,-21.729
0.463,0.723,0.464,-13.062,19.287,-26.672
0.484,0.74,0.452,-8.24,22.705,-30.029
0.478,0.759,0.431,-5.005,25.696,-30.396
0.468,0.769,0.427,-3.662,28.748,-28.992
0.462,0.778,0.448,-4.211,31.25,-25.635
0.443,0.799,0.456,-5.554,32.104,-20.447
0.42,0.822,0.453,-6.653,30.701,-16.052
0.406,0.845,0.455,-8.85,27.161,-12.207
0.403,0.865,0.443,-11.78,22.156,-7.324
0.388,0.88,0.431,-14.038,16.541,-1.953
0.378,0.867,0.451,-17.09,12.878,3.601
0.382,0.84,0.489,-21.118,10.803,7.996
0.397,0.825,0.489,-20.752,7.69,9.399
